"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"354",13,"Tyquan Thornton",NE,"WR116","10","4 out of 5 stars","-69"
"355",13,"Foster Moreau",LV,"TE44","6","2 out of 5 stars","-20"
"356",13,"Jelani Woods",IND,"TE45","14","2 out of 5 stars","-68"
"357",13,"Detroit Lions",DET,"DST30","6","2 out of 5 stars","-95"
"358",13,"David Johnson",FA,"RB101","-","-","-14"
"359",13,"Olamide Zaccheaus",ATL,"WR117","14","4 out of 5 stars","-64"
"360",13,"Malcolm Brown",FA,"RB102","-","-","-"
"361",13,"Jared Cook",FA,"TE46","-","-","+29"
"362",13,"Khalil Shakir",BUF,"WR118","7","4 out of 5 stars","-13"
"363",13,"James Washington",DAL,"WR119","9","3 out of 5 stars","-39"
"364",13,"T.Y. Hilton",FA,"WR120","-","-","+9"
"365",13,"Cade York",CLE,"K29","9","3 out of 5 stars","-113"
"366",13,"Cade Otton",TB,"TE47","11","3 out of 5 stars","-34"
"367",13,"John Metchie III",HOU,"WR121","6","3 out of 5 stars","-62"
"368",13,"Latavius Murray",FA,"RB103","-","-","+8"
"369",13,"Brett Maher",DAL,"K30","9","5 out of 5 stars","-"
"370",13,"Atlanta Falcons",ATL,"DST31","14","5 out of 5 stars","-124"
"371",13,"Demarcus Robinson",BAL,"WR122","10","3 out of 5 stars","-43"
"372",13,"Amari Rodgers",GB,"WR123","14","3 out of 5 stars","-58"
"373",13,"Calvin Austin III",PIT,"WR124","9","4 out of 5 stars","-46"
"374",13,"Devontae Booker",FA,"RB104","-","-","-7"
"375",13,"John Bates",WAS,"TE48","14","4 out of 5 stars","-"
"376",13,"Houston Texans",HOU,"DST32","6","4 out of 5 stars","-"
"377",13,"DeeJay Dallas",SEA,"RB105","11","2 out of 5 stars","+36"
"378",13,"Rashard Higgins",CAR,"WR125","13","3 out of 5 stars","-38"
"379",13,"Keaontay Ingram",ARI,"RB106","13","2 out of 5 stars","-126"
"380",13,"Travis Homer",SEA,"RB107","11","2 out of 5 stars","+38"
"381",13,"Jauan Jennings",SF,"WR126","9","3 out of 5 stars","-33"
"382",13,"Noah Brown",DAL,"WR127","9","3 out of 5 stars","-"
"383",13,"Kylen Granson",IND,"TE49","14","2 out of 5 stars","-"
"384",13,"Taysom Hill",NO,"TE50","14","4 out of 5 stars","-186"
"385",13,"Devonta Freeman",FA,"RB108","-","-","-15"
"386",13,"Josiah Deguara",GB,"TE51","14","1 out of 5 stars","-40"
"387",13,"Anthony Schwartz",CLE,"WR128","9","4 out of 5 stars","-"
"388",13,"Kene Nwangwu",MIN,"RB109","7","4 out of 5 stars","+29"
"389",13,"Chris Conley",HOU,"WR129","6","3 out of 5 stars","+40"
"390",13,"Dee Eskridge",SEA,"WR130","11","4 out of 5 stars","+34"
"391",13,"Tyler Johnson",TB,"WR131","11","4 out of 5 stars","-"
"392",13,"Joey Slye",WAS,"K31","14","4 out of 5 stars","-117"
"393",14,"Equanimeous St. Brown",CHI,"WR132","14","3 out of 5 stars","-14"
"394",14,"Deonte Harty",NO,"WR133","14","4 out of 5 stars","+6"
"395",14,"Laquon Treadwell",JAC,"WR134","11","4 out of 5 stars","-"
"396",14,"Wayne Gallman Jr.",FA,"RB110","-","-","-11"
"397",14,"Trestan Ebner",CHI,"RB111","14","5 out of 5 stars","-"
"398",14,"Zane Gonzalez",CAR,"K32","13","4 out of 5 stars","+28"
"399",14,"Ashton Dulin",IND,"WR135","14","4 out of 5 stars","-"
"400",14,"Benny Snell Jr.",PIT,"RB112","9","3 out of 5 stars","+10"
"401",14,"Pharaoh Brown",HOU,"TE52","6","3 out of 5 stars","+33"
"402",14,"Malik Willis",TEN,"QB39","6","4 out of 5 stars","-52"
"403",14,"Jonathan Garibay",FA,"K33","-","-","+33"
"404",14,"Tutu Atwell",LAR,"WR136","7","2 out of 5 stars","+8"
"405",14,"Teddy Bridgewater",MIA,"QB40","11","2 out of 5 stars","-"
"406",14,"Austin Seibert",DET,"K34","6","3 out of 5 stars","-"
"407",14,"Tylan Wallace",BAL,"WR137","10","3 out of 5 stars","-"
"408",14,"Craig Reynolds",DET,"RB113","6","4 out of 5 stars","-"
"409",14,"Tristan Vizcaino",NE,"K35","10","5 out of 5 stars","-"
"410",14,"Brandon Bolden",LV,"RB114","6","2 out of 5 stars","-17"
"411",14,"Zach Pascal",PHI,"WR138","7","4 out of 5 stars","-40"
"412",14,"Keelan Cole Sr.",LV,"WR139","6","2 out of 5 stars","-"
"413",14,"Antonio Brown",FA,"WR140","-","-","-66"
"414",14,"Juwan Johnson",NO,"TE53","14","4 out of 5 stars","-10"
"415",14,"Anthony McFarland Jr.",PIT,"RB115","9","3 out of 5 stars","-113"
"416",14,"Geoff Swaim",TEN,"TE54","6","5 out of 5 stars","+19"
"417",14,"Freddie Swain",SEA,"WR141","11","4 out of 5 stars","+14"
"418",14,"Jamal Agnew",JAC,"WR142","11","4 out of 5 stars","-"
"419",14,"Mack Hollins",LV,"WR143","6","2 out of 5 stars","-"
"420",14,"Will Dissly",SEA,"TE55","11","2 out of 5 stars","-"
"421",14,"Riley Patterson",DET,"K36","6","3 out of 5 stars","-"
"422",14,"Derrick Gore",FA,"RB116","-","-","-28"
"423",14,"Tony Jones Jr.",NO,"RB117","14","3 out of 5 stars","-102"
"424",14,"Kyle Juszczyk",SF,"RB118","9","2 out of 5 stars","-3"
"425",14,"Kalif Raymond",DET,"WR144","6","3 out of 5 stars","-33"
"426",14,"Mike Boone",DEN,"RB119","9","3 out of 5 stars","-"
"427",14,"Abram Smith",NO,"RB120","14","3 out of 5 stars","-108"
"428",14,"Joe Flacco",NYJ,"QB41","10","1 out of 5 stars","+4"
"429",14,"Justin Watson",KC,"WR145","8","2 out of 5 stars","-"
"430",14,"Jeremy Ruckert",NYJ,"TE56","10","3 out of 5 stars","-"
"431",14,"Justice Hill",BAL,"RB121","10","4 out of 5 stars","-11"
"432",14,"Ben Skowronek",LAR,"WR146","7","2 out of 5 stars","-"
"433",14,"Ian Thomas",CAR,"TE57","13","3 out of 5 stars","-"
"434",14,"Jordan Akins",NYG,"TE58","9","4 out of 5 stars","-"
"435",14,"N'Keal Harry",CHI,"WR147","14","3 out of 5 stars","-80"
"436",14,"Phillip Dorsett II",HOU,"WR148","6","3 out of 5 stars","-"
"437",14,"Tyrell Williams",FA,"WR149","-","-","-"
"438",14,"Eric Ebron",FA,"TE59","-","-","-"
"439",14,"Antoine Wesley",ARI,"WR150","13","2 out of 5 stars","-"
"440",14,"Tarik Cohen",FA,"RB122","-","-","-"
"441",14,"Durham Smythe",MIA,"TE60","11","3 out of 5 stars","-"
"442",14,"Tyrod Taylor",NYG,"QB42","9","5 out of 5 stars","-15"
"443",14,"Blake Jarwin",FA,"TE61","-","-","-"
"444",14,"James O'Shaughnessy",CHI,"TE62","14","5 out of 5 stars","-"
"445",14,"Carlos Hyde",FA,"RB123","-","-","-"
"446",14,"Tyler Huntley",BAL,"QB43","10","2 out of 5 stars","-123"
"447",14,"Ty Chandler",MIN,"RB124","7","4 out of 5 stars","-"
"448",14,"Jermar Jefferson",DET,"RB125","6","4 out of 5 stars","-"
"449",14,"JaMycal Hasty",SF,"RB126","9","2 out of 5 stars","-"
"450",14,"Dare Ogunbowale",HOU,"RB127","6","3 out of 5 stars","-"
"451",14,"Jordan Mason",SF,"RB128","9","2 out of 5 stars","-26"
"452",14,"Jake Ferguson",DAL,"TE63","9","3 out of 5 stars","-"
"453",14,"Chris Herndon IV",FA,"TE64","-","-","-"
"454",14,"Dez Fitzpatrick",TEN,"WR151","6","3 out of 5 stars","-"
"455",14,"Demetric Felton Jr.",CLE,"RB129","9","3 out of 5 stars","-"
"456",14,"Quinn Nordin",FA,"K37","-","-","-"
"457",15,"Ihmir Smith-Marsette",MIN,"WR152","7","2 out of 5 stars","-"
"458",15,"Ryquell Armstead",JAC,"RB130","11","3 out of 5 stars","-"
"459",15,"Denzel Mims",NYJ,"WR153","10","1 out of 5 stars","-"
"460",15,"Justyn Ross",KC,"WR154","8","2 out of 5 stars","-153"
"461",15,"Auden Tate",FA,"WR155","-","-","-"
"462",15,"Montrell Washington",DEN,"WR156","9","4 out of 5 stars","-"
"463",15,"Sam Howell",WAS,"QB44","14","4 out of 5 stars","-"
"464",15,"Simi Fehoko",DAL,"WR157","9","3 out of 5 stars","-"
"465",15,"Ryan Santoso",NYG,"K38","9","1 out of 5 stars","-57"
"466",15,"Tyler Kroft",SF,"TE65","9","4 out of 5 stars","-"
"467",15,"Miles Boykin",PIT,"WR158","9","4 out of 5 stars","-"
"468",15,"Tajae Sharpe",CHI,"WR159","14","3 out of 5 stars","-"
"469",15,"Jalen Wydermyer",NE,"TE66","10","4 out of 5 stars","-"
"470",15,"Maxx Williams",ARI,"TE67","13","3 out of 5 stars","-"
"471",15,"Patrick Ricard",BAL,"RB131","10","4 out of 5 stars","-"
"472",15,"Kevin Harris",NE,"RB132","10","4 out of 5 stars","-"
"473",15,"Gary Brightwell",NYG,"RB133","9","3 out of 5 stars","-"
"474",15,"Aldrick Rosas",FA,"K39","-","-","-"
"475",15,"Breshad Perriman",TB,"WR160","11","4 out of 5 stars","-76"
"476",15,"Qadree Ollison",ATL,"RB134","14","1 out of 5 stars","-62"
"477",15,"Le'Veon Bell",FA,"RB135","-","-","-"
"478",15,"Chris Moore",HOU,"WR161","6","3 out of 5 stars","-"
"479",15,"Kennedy Brooks",PHI,"RB136","7","3 out of 5 stars","-"
"480",15,"Blake Bell",KC,"TE68","8","3 out of 5 stars","-"
"481",15,"Nick Boyle",BAL,"TE69","10","2 out of 5 stars","-"
"482",15,"Tre' McKitty",LAC,"TE70","8","4 out of 5 stars","-"
"483",15,"Royce Freeman",HOU,"RB137","6","3 out of 5 stars","-"
"484",15,"Scotty Miller",TB,"WR162","11","4 out of 5 stars","-"
"485",15,"Jordan Howard",FA,"RB138","-","-","-110"
"486",15,"Erik Ezukanma",MIA,"WR163","11","2 out of 5 stars","-"
"487",15,"Marcedes Lewis",GB,"TE71","14","1 out of 5 stars","-"
"488",15,"Trent Sherfield",MIA,"WR164","11","2 out of 5 stars","-"
"489",15,"Jimmy Graham",FA,"TE72","-","-","-"
"490",15,"Sam Ficken",FA,"K40","-","-","-"
"491",15,"Andy Dalton",NO,"QB45","14","3 out of 5 stars","-139"
"492",15,"Marcus Johnson",SF,"WR165","9","3 out of 5 stars","-"
"493",15,"Julius Chestnut",TEN,"RB139","6","4 out of 5 stars","-"
"494",15,"Gardner Minshew II",PHI,"QB46","7","4 out of 5 stars","-"
"495",15,"Kylin Hill",GB,"RB140","14","3 out of 5 stars","-"
"496",15,"Taylor Heinicke",WAS,"QB47","14","4 out of 5 stars","-"
"497",15,"Jacob Harris",LAR,"TE73","7","3 out of 5 stars","-"
"498",15,"Dennis Houston",DAL,"WR166","9","3 out of 5 stars","-"
"499",15,"Damiere Byrd",ATL,"WR167","14","4 out of 5 stars","-"
"500",15,"Bisi Johnson",MIN,"WR168","7","2 out of 5 stars","-"
"501",15,"DeSean Jackson",FA,"WR169","-","-","-"
"502",15,"Travis Fulgham",GB,"WR170","14","3 out of 5 stars","-"
"503",15,"Mike Thomas",CIN,"WR171","10","3 out of 5 stars","-"
"504",15,"Noah Gray",KC,"TE74","8","3 out of 5 stars","-"
"505",15,"Lance McCutcheon",LAR,"WR172","7","2 out of 5 stars","-"
"506",15,"Trayveon Williams",CIN,"RB141","10","3 out of 5 stars","-"
"507",15,"Preston Williams",MIA,"WR173","11","2 out of 5 stars","-"
"508",15,"Chigoziem Okonkwo",TEN,"TE75","6","5 out of 5 stars","-"
"509",15,"Zach Gentry",PIT,"TE76","9","4 out of 5 stars","-"
"510",15,"Brandon Zylstra",CAR,"WR174","13","3 out of 5 stars","-"
"511",15,"Jaelon Darden",TB,"WR175","11","4 out of 5 stars","-157"
"512",15,"DeAndre Carter",LAC,"WR176","8","3 out of 5 stars","-"
"513",15,"Cam Sims",WAS,"WR177","14","4 out of 5 stars","-160"
"514",15,"Ryan Griffin",CHI,"TE77","14","5 out of 5 stars","-"
"515",15,"Drew Sample",CIN,"TE78","10","2 out of 5 stars","-"
"516",15,"James McCourt",JAC,"K41","11","4 out of 5 stars","-"
"517",15,"Larry Rountree III",LAC,"RB142","8","2 out of 5 stars","-"
"518",15,"Jake Funk",LAR,"RB143","7","2 out of 5 stars","-152"
"519",15,"Jonathan Ward",ARI,"RB144","13","2 out of 5 stars","-"
"520",15,"Ray-Ray McCloud",SF,"WR178","9","3 out of 5 stars","-"
"521",15,"C.J. Ham",MIN,"RB145","7","4 out of 5 stars","-"
"522",15,"Josh Gordon",KC,"WR179","8","2 out of 5 stars","-166"
"523",15,"J.J. Taylor",NE,"RB146","10","4 out of 5 stars","-"
"524",15,"Dante Pettis",CHI,"WR180","14","3 out of 5 stars","-"
"525",15,"Dezmon Patmon",IND,"WR181","14","4 out of 5 stars","-"
"526",15,"Cyril Grayson Jr.",FA,"WR182","-","-","-"
"527",15,"Cole Turner",WAS,"TE79","14","4 out of 5 stars","-105"
"528",15,"Tyler Davis",GB,"TE80","14","1 out of 5 stars","-"
"529",15,"Brycen Hopkins",LAR,"TE81","7","3 out of 5 stars","-"
"530",15,"Hunter Long",MIA,"TE82","11","3 out of 5 stars","-"
"531",15,"Jalen Nailor",MIN,"WR183","7","2 out of 5 stars","-173"
"532",15,"Kendall Blanton",WAS,"TE83","14","4 out of 5 stars","-"
"533",15,"Godwin Igwebuike",DET,"RB147","6","4 out of 5 stars","-"
"534",15,"Devin Asiasi",NE,"TE84","10","4 out of 5 stars","-"
"535",15,"Alec Ingold",MIA,"RB148","11","4 out of 5 stars","-"
"536",15,"Jonathan Ward",FA,"RB149","-","-","-"
"537",15,"Johnny Mundt",MIN,"TE85","7","3 out of 5 stars","-"
"538",15,"Brian Hoyer",NE,"QB48","10","4 out of 5 stars","-"
"539",15,"Chad Henne",KC,"QB49","8","2 out of 5 stars","-"
"540",15,"Chase Daniel",LAC,"QB50","8","3 out of 5 stars","-"
"541",15,"Ross Dwelley",SF,"TE86","9","4 out of 5 stars","-"
"542",15,"Blaine Gabbert",TB,"QB51","11","3 out of 5 stars","-119"
"543",16,"Tyler Goodson",GB,"RB150","14","3 out of 5 stars","-"
"544",16,"Chris Manhertz",JAC,"TE87","11","4 out of 5 stars","-"
"545",16,"Ty'Son Williams",IND,"RB151","14","3 out of 5 stars","-"
"546",16,"Charlie Kolar",BAL,"TE88","10","2 out of 5 stars","-"
"547",16,"Kyle Allen",HOU,"QB52","6","4 out of 5 stars","-"
"548",16,"Keith Smith",ATL,"RB152","14","1 out of 5 stars","-"
"549",16,"James Mitchell",DET,"TE89","6","4 out of 5 stars","-"
"550",16,"Keke Coutee",IND,"WR184","14","4 out of 5 stars","-"
"551",16,"Jashaun Corbin",NYG,"RB153","9","3 out of 5 stars","-"
"552",16,"Jacob Hollister",LV,"TE90","6","2 out of 5 stars","-"
"553",16,"Case Keenum",BUF,"QB53","7","3 out of 5 stars","-"
"554",16,"Rico Dowdle",DAL,"RB154","9","4 out of 5 stars","-"
"555",16,"Colby Parkinson",SEA,"TE91","11","2 out of 5 stars","-"
"556",16,"Bo Melton",SEA,"WR185","11","4 out of 5 stars","-"
"557",16,"Joshua Dobbs",CLE,"QB54","9","4 out of 5 stars","-"
"558",16,"Derek Watt",PIT,"RB155","9","3 out of 5 stars","-"
"559",16,"Zander Horvath",LAC,"RB156","8","2 out of 5 stars","-"
"560",16,"John Wolford",LAR,"QB55","7","3 out of 5 stars","-"
